customer_id,restaurant_id,created_at,updated_at
1,130,2025-02-08 20:35:59.903064,2025-02-08 20:35:59.903064
1,131,2025-02-08 20:35:59.903064,2025-02-08 20:35:59.903064
2,130,2025-05-07 18:32:31.118890,2025-05-07 18:32:31.118890
2,131,2025-05-07 18:32:31.118890,2025-05-07 18:32:31.118890
3,127,2025-04-02 00:40:38.374758,2025-04-02 00:40:38.374758
3,124,2025-04-02 00:40:38.374758,2025-04-02 00:40:38.374758
4,132,2025-04-07 14:30:32.016523,2025-04-07 14:30:32.016523
4,126,2025-04-07 14:30:32.016523,2025-04-07 14:30:32.016523
5,123,2025-08-03 19:52:11.778803,2025-08-03 19:52:11.778803
5,132,2025-08-03 19:52:11.778803,2025-08-03 19:52:11.778803
6,133,2025-02-03 11:35:35.600343,2025-02-03 11:35:35.600343
6,129,2025-02-03 11:35:35.600343,2025-02-03 11:35:35.600343
7,128,2025-03-02 06:16:07.815372,2025-03-02 06:16:07.815372
7,135,2025-03-02 06:16:07.815372,2025-03-02 06:16:07.815372
8,131,2025-01-27 00:30:06.848017,2025-01-27 00:30:06.848017
8,122,2025-01-27 00:30:06.848017,2025-01-27 00:30:06.848017
9,125,2025-02-09 07:08:26.413223,2025-02-09 07:08:26.413223
9,135,2025-02-09 07:08:26.413223,2025-02-09 07:08:26.413223
10,131,2025-08-25 03:22:29.961455,2025-08-25 03:22:29.961455
10,130,2025-08-25 03:22:29.961455,2025-08-25 03:22:29.961455
11,130,2025-04-22 07:54:21.444595,2025-04-22 07:54:21.444595
11,132,2025-04-22 07:54:21.444595,2025-04-22 07:54:21.444595
12,123,2025-09-25 10:20:17.578944,2025-09-25 10:20:17.578944
12,134,2025-09-25 10:20:17.578944,2025-09-25 10:20:17.578944
13,122,2025-09-11 20:12:04.107018,2025-09-11 20:12:04.107018
13,124,2025-09-11 20:12:04.107018,2025-09-11 20:12:04.107018
14,135,2025-07-21 15:03:27.636213,2025-07-21 15:03:27.636213
14,121,2025-07-21 15:03:27.636213,2025-07-21 15:03:27.636213
15,124,2025-02-17 15:34:40.705359,2025-02-17 15:34:40.705359
15,131,2025-02-17 15:34:40.705359,2025-02-17 15:34:40.705359
16,125,2025-08-29 06:36:22.997241,2025-08-29 06:36:22.997241
16,121,2025-08-29 06:36:22.997241,2025-08-29 06:36:22.997241
17,127,2025-01-10 06:11:05.258532,2025-01-10 06:11:05.258532
17,125,2025-01-10 06:11:05.258532,2025-01-10 06:11:05.258532
18,130,2025-05-15 23:21:32.710271,2025-05-15 23:21:32.710271
18,123,2025-05-15 23:21:32.710271,2025-05-15 23:21:32.710271
19,124,2025-02-28 04:01:26.246399,2025-02-28 04:01:26.246399
19,125,2025-02-28 04:01:26.246399,2025-02-28 04:01:26.246399
20,124,2025-07-18 21:00:40.603748,2025-07-18 21:00:40.603748
20,125,2025-07-18 21:00:40.603748,2025-07-18 21:00:40.603748
21,127,2025-08-16 04:22:26.910452,2025-08-16 04:22:26.910452
21,128,2025-08-16 04:22:26.910452,2025-08-16 04:22:26.910452
