id,restaurant_id,week_day,opening_time,closing_time,created_at,updated_at
1,106,sunday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-07-14 00:55:36.661247,2025-07-14 00:55:36.661247
2,106,monday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-07-14 00:55:36.661247,2025-07-14 00:55:36.661247
3,106,tuesday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-07-14 00:55:36.661247,2025-07-14 00:55:36.661247
4,106,wednesday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-07-14 00:55:36.661247,2025-07-14 00:55:36.661247
5,106,thursday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-07-14 00:55:36.661247,2025-07-14 00:55:36.661247
6,106,friday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-07-14 00:55:36.661247,2025-07-14 00:55:36.661247
7,106,saturday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-07-14 00:55:36.661247,2025-07-14 00:55:36.661247
8,107,sunday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-07-01 05:26:32.020775,2025-07-01 05:26:32.020775
9,107,monday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-07-01 05:26:32.020775,2025-07-01 05:26:32.020775
10,107,tuesday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-07-01 05:26:32.020775,2025-07-01 05:26:32.020775
11,107,wednesday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-07-01 05:26:32.020775,2025-07-01 05:26:32.020775
12,107,thursday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-07-01 05:26:32.020775,2025-07-01 05:26:32.020775
13,107,friday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-07-01 05:26:32.020775,2025-07-01 05:26:32.020775
14,107,saturday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-07-01 05:26:32.020775,2025-07-01 05:26:32.020775
15,108,sunday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-07-06 01:54:33.766083,2025-07-06 01:54:33.766083
16,108,monday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-07-06 01:54:33.766083,2025-07-06 01:54:33.766083
17,108,tuesday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-07-06 01:54:33.766083,2025-07-06 01:54:33.766083
18,108,wednesday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-07-06 01:54:33.766083,2025-07-06 01:54:33.766083
19,108,thursday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-07-06 01:54:33.766083,2025-07-06 01:54:33.766083
20,108,friday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-07-06 01:54:33.766083,2025-07-06 01:54:33.766083
21,108,saturday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-07-06 01:54:33.766083,2025-07-06 01:54:33.766083
22,109,sunday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-06-14 07:00:42.336730,2025-06-14 07:00:42.336730
23,109,monday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-06-14 07:00:42.336730,2025-06-14 07:00:42.336730
24,109,tuesday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-06-14 07:00:42.336730,2025-06-14 07:00:42.336730
25,109,wednesday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-06-14 07:00:42.336730,2025-06-14 07:00:42.336730
26,109,thursday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-06-14 07:00:42.336730,2025-06-14 07:00:42.336730
27,109,friday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-06-14 07:00:42.336730,2025-06-14 07:00:42.336730
28,109,saturday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-06-14 07:00:42.336730,2025-06-14 07:00:42.336730
29,110,sunday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-09-29 20:39:09.951368,2025-09-29 20:39:09.951368
30,110,monday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-09-29 20:39:09.951368,2025-09-29 20:39:09.951368
31,110,tuesday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-09-29 20:39:09.951368,2025-09-29 20:39:09.951368
32,110,wednesday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-09-29 20:39:09.951368,2025-09-29 20:39:09.951368
33,110,thursday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-09-29 20:39:09.951368,2025-09-29 20:39:09.951368
34,110,friday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-09-29 20:39:09.951368,2025-09-29 20:39:09.951368
35,110,saturday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-09-29 20:39:09.951368,2025-09-29 20:39:09.951368
36,111,sunday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-05-29 00:35:14.100977,2025-05-29 00:35:14.100977
37,111,monday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-05-29 00:35:14.100977,2025-05-29 00:35:14.100977
38,111,tuesday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-05-29 00:35:14.100977,2025-05-29 00:35:14.100977
39,111,wednesday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-05-29 00:35:14.100977,2025-05-29 00:35:14.100977
40,111,thursday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-05-29 00:35:14.100977,2025-05-29 00:35:14.100977
41,111,friday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-05-29 00:35:14.100977,2025-05-29 00:35:14.100977
42,111,saturday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-05-29 00:35:14.100977,2025-05-29 00:35:14.100977
43,112,sunday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-06-11 09:02:21.968313,2025-06-11 09:02:21.968313
44,112,monday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-06-11 09:02:21.968313,2025-06-11 09:02:21.968313
45,112,tuesday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-06-11 09:02:21.968313,2025-06-11 09:02:21.968313
46,112,wednesday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-06-11 09:02:21.968313,2025-06-11 09:02:21.968313
47,112,thursday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-06-11 09:02:21.968313,2025-06-11 09:02:21.968313
48,112,friday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-06-11 09:02:21.968313,2025-06-11 09:02:21.968313
49,112,saturday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-06-11 09:02:21.968313,2025-06-11 09:02:21.968313
50,113,sunday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-10-14 16:43:59.184391,2025-10-14 16:43:59.184391
51,113,monday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-10-14 16:43:59.184391,2025-10-14 16:43:59.184391
52,113,tuesday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-10-14 16:43:59.184391,2025-10-14 16:43:59.184391
53,113,wednesday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-10-14 16:43:59.184391,2025-10-14 16:43:59.184391
54,113,thursday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-10-14 16:43:59.184391,2025-10-14 16:43:59.184391
55,113,friday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-10-14 16:43:59.184391,2025-10-14 16:43:59.184391
56,113,saturday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-10-14 16:43:59.184391,2025-10-14 16:43:59.184391
57,114,sunday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-09-22 00:20:39.284220,2025-09-22 00:20:39.284220
58,114,monday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-09-22 00:20:39.284220,2025-09-22 00:20:39.284220
59,114,tuesday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-09-22 00:20:39.284220,2025-09-22 00:20:39.284220
60,114,wednesday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-09-22 00:20:39.284220,2025-09-22 00:20:39.284220
61,114,thursday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-09-22 00:20:39.284220,2025-09-22 00:20:39.284220
62,114,friday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-09-22 00:20:39.284220,2025-09-22 00:20:39.284220
63,114,saturday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-09-22 00:20:39.284220,2025-09-22 00:20:39.284220
64,115,sunday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-05-22 03:26:45.785569,2025-05-22 03:26:45.785569
65,115,monday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-05-22 03:26:45.785569,2025-05-22 03:26:45.785569
66,115,tuesday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-05-22 03:26:45.785569,2025-05-22 03:26:45.785569
67,115,wednesday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-05-22 03:26:45.785569,2025-05-22 03:26:45.785569
68,115,thursday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-05-22 03:26:45.785569,2025-05-22 03:26:45.785569
69,115,friday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-05-22 03:26:45.785569,2025-05-22 03:26:45.785569
70,115,saturday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-05-22 03:26:45.785569,2025-05-22 03:26:45.785569
71,116,sunday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-07-27 04:38:17.689075,2025-07-27 04:38:17.689075
72,116,monday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-07-27 04:38:17.689075,2025-07-27 04:38:17.689075
73,116,tuesday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-07-27 04:38:17.689075,2025-07-27 04:38:17.689075
74,116,wednesday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-07-27 04:38:17.689075,2025-07-27 04:38:17.689075
75,116,thursday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-07-27 04:38:17.689075,2025-07-27 04:38:17.689075
76,116,friday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-07-27 04:38:17.689075,2025-07-27 04:38:17.689075
77,116,saturday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-07-27 04:38:17.689075,2025-07-27 04:38:17.689075
78,117,sunday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-10-25 07:16:16.019063,2025-10-25 07:16:16.019063
79,117,monday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-10-25 07:16:16.019063,2025-10-25 07:16:16.019063
80,117,tuesday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-10-25 07:16:16.019063,2025-10-25 07:16:16.019063
81,117,wednesday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-10-25 07:16:16.019063,2025-10-25 07:16:16.019063
82,117,thursday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-10-25 07:16:16.019063,2025-10-25 07:16:16.019063
83,117,friday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-10-25 07:16:16.019063,2025-10-25 07:16:16.019063
84,117,saturday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-10-25 07:16:16.019063,2025-10-25 07:16:16.019063
85,118,sunday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-09-17 07:34:22.822490,2025-09-17 07:34:22.822490
86,118,monday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-09-17 07:34:22.822490,2025-09-17 07:34:22.822490
87,118,tuesday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-09-17 07:34:22.822490,2025-09-17 07:34:22.822490
